Samples	Data Label	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-AR-A1AY-01	BRCA	0.027777777777777776	0.08333333333333333	0.125	0.1111111111111111	0.09722222222222222	0.05555555555555555	0.2916666666666667	0.027777777777777776	0.09722222222222222	0.06944444444444445	0.013888888888888888
TCGA-AR-A24H-01	BRCA	0.046052631578947366	0.07894736842105263	0.11842105263157894	0.019736842105263157	0.375	0.046052631578947366	0.08552631578947369	0.006578947368421052	0.17763157894736842	0.02631578947368421	0.019736842105263157
TCGA-AR-A24K-01	BRCA	0.058823529411764705	0.058823529411764705	0.08823529411764706	0.0	0.35294117647058826	0.029411764705882353	0.23529411764705882	0.058823529411764705	0.0	0.11764705882352941	0.0
TCGA-AR-A24L-01	BRCA	0.03773584905660377	0.11320754716981132	0.09433962264150944	0.0	0.4339622641509434	0.09433962264150944	0.0	0.0	0.1320754716981132	0.05660377358490566	0.03773584905660377
TCGA-AR-A24M-01	BRCA	0.0	0.0	0.12	0.08	0.28	0.2	0.16	0.0	0.0	0.16	0.0
TCGA-AR-A24N-01	BRCA	0.1276595744680851	0.0425531914893617	0.1276595744680851	0.10638297872340426	0.0	0.1702127659574468	0.3404255319148936	0.0	0.02127659574468085	0.06382978723404255	0.0
TCGA-AR-A24O-01	BRCA	0.045454545454545456	0.0	0.0	0.0	0.22727272727272727	0.0	0.5454545454545454	0.0	0.045454545454545456	0.09090909090909091	0.045454545454545456
TCGA-AR-A24P-01	BRCA	0.10526315789473684	0.0	0.0	0.0	0.3157894736842105	0.21052631578947367	0.15789473684210525	0.21052631578947367	0.0	0.0	0.0
TCGA-AR-A24Q-01	BRCA	0.05172413793103448	0.017241379310344827	0.1939655172413793	0.08189655172413793	0.38362068965517243	0.06465517241379311	0.0	0.01293103448275862	0.11637931034482758	0.05603448275862069	0.021551724137931036
TCGA-AR-A24R-01	BRCA	0.0	0.19230769230769232	0.0	0.038461538461538464	0.038461538461538464	0.2692307692307692	0.3076923076923077	0.0	0.0	0.11538461538461539	0.038461538461538464
TCGA-AR-A24S-01	BRCA	0.12280701754385964	0.0	0.0	0.10526315789473684	0.12280701754385964	0.14035087719298245	0.2631578947368421	0.0	0.10526315789473684	0.12280701754385964	0.017543859649122806
TCGA-AR-A24T-01	BRCA	0.08333333333333333	0.041666666666666664	0.125	0.041666666666666664	0.0	0.08333333333333333	0.4583333333333333	0.08333333333333333	0.08333333333333333	0.0	0.0
TCGA-AR-A24U-01	BRCA	0.09090909090909091	0.0	0.0	0.20454545454545456	0.06818181818181818	0.18181818181818182	0.13636363636363635	0.045454545454545456	0.2727272727272727	0.0	0.0
TCGA-AR-A24V-01	BRCA	0.0	0.0	0.10714285714285714	0.07142857142857142	0.03571428571428571	0.21428571428571427	0.21428571428571427	0.17857142857142858	0.14285714285714285	0.03571428571428571	0.0
TCGA-AR-A24W-01	BRCA	0.14285714285714285	0.2857142857142857	0.07142857142857142	0.0	0.2857142857142857	0.14285714285714285	0.0	0.07142857142857142	0.0	0.0	0.0
TCGA-AR-A24X-01	BRCA	0.08823529411764706	0.0	0.058823529411764705	0.0	0.23529411764705882	0.14705882352941177	0.17647058823529413	0.14705882352941177	0.0	0.08823529411764706	0.058823529411764705
TCGA-AR-A24Z-01	BRCA	0.0	0.05357142857142857	0.08928571428571429	0.07142857142857142	0.39285714285714285	0.08928571428571429	0.21428571428571427	0.03571428571428571	0.05357142857142857	0.0	0.0
TCGA-AR-A250-01	BRCA	0.05806451612903226	0.04516129032258064	0.012903225806451613	0.03870967741935484	0.06451612903225806	0.11612903225806452	0.1870967741935484	0.10967741935483871	0.36774193548387096	0.0	0.0
TCGA-AR-A251-01	BRCA	0.05853658536585366	0.06829268292682927	0.13170731707317074	0.0	0.4146341463414634	0.03902439024390244	0.02926829268292683	0.0	0.18048780487804877	0.04878048780487805	0.02926829268292683
TCGA-AR-A252-01	BRCA	0.15789473684210525	0.0	0.0	0.0	0.0	0.15789473684210525	0.5263157894736842	0.0	0.0	0.15789473684210525	0.0
TCGA-AR-A254-01	BRCA	0.14285714285714285	0.0	0.047619047619047616	0.07142857142857142	0.14285714285714285	0.11904761904761904	0.3333333333333333	0.09523809523809523	0.047619047619047616	0.0	0.0
TCGA-AR-A255-01	BRCA	0.06741573033707865	0.0	0.15730337078651685	0.12359550561797752	0.0449438202247191	0.033707865168539325	0.14606741573033707	0.0898876404494382	0.25842696629213485	0.06741573033707865	0.011235955056179775
TCGA-AR-A256-01	BRCA	0.022321428571428572	0.10267857142857142	0.125	0.06696428571428571	0.41964285714285715	0.049107142857142856	0.017857142857142856	0.026785714285714284	0.09375	0.03125	0.044642857142857144
TCGA-AR-A2LE-01	BRCA	0.0583756345177665	0.015228426395939087	0.0	0.4543147208121827	0.0	0.005076142131979695	0.025380710659898477	0.06852791878172589	0.3730964467005076	0.0	0.0
TCGA-AR-A2LH-01	BRCA	0.14084507042253522	0.0	0.0	0.352112676056338	0.0	0.09859154929577464	0.04225352112676056	0.07042253521126761	0.29577464788732394	0.0	0.0
TCGA-AR-A2LK-01	BRCA	0.0625	0.0625	0.0625	0.10416666666666667	0.10416666666666667	0.20833333333333334	0.375	0.0	0.0	0.020833333333333332	0.0
TCGA-AR-A2LL-01	BRCA	0.02702702702702703	0.05405405405405406	0.16216216216216217	0.0	0.02702702702702703	0.0	0.6756756756756757	0.05405405405405406	0.0	0.0	0.0
TCGA-AR-A2LM-01	BRCA	0.0	0.11764705882352941	0.058823529411764705	0.0	0.5294117647058824	0.0	0.058823529411764705	0.17647058823529413	0.0	0.058823529411764705	0.0
TCGA-AR-A2LN-01	BRCA	0.2222222222222222	0.0	0.0	0.2962962962962963	0.0	0.05555555555555555	0.16666666666666666	0.07407407407407407	0.12962962962962962	0.05555555555555555	0.0
TCGA-AR-A2LO-01	BRCA	0.11764705882352941	0.0	0.11764705882352941	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.29411764705882354	0.058823529411764705	0.11764705882352941	0.0	0.11764705882352941
TCGA-AR-A2LQ-01	BRCA	0.0	0.23076923076923078	0.0	0.0	0.23076923076923078	0.07692307692307693	0.38461538461538464	0.0	0.0	0.07692307692307693	0.0
TCGA-AR-A2LR-01	BRCA	0.04285714285714286	0.12857142857142856	0.08571428571428572	0.014285714285714285	0.32857142857142857	0.21428571428571427	0.07142857142857142	0.05714285714285714	0.02857142857142857	0.0	0.02857142857142857
TCGA-AR-A5QM-01	BRCA	0.1111111111111111	0.05555555555555555	0.25	0.0	0.1111111111111111	0.1388888888888889	0.3055555555555556	0.027777777777777776	0.0	0.0	0.0
TCGA-AR-A5QN-01	BRCA	0.10204081632653061	0.08163265306122448	0.0	0.10204081632653061	0.0	0.2653061224489796	0.2653061224489796	0.08163265306122448	0.0	0.10204081632653061	0.0
TCGA-AR-A5QP-01	BRCA	0.08823529411764706	0.0	0.029411764705882353	0.11764705882352941	0.11764705882352941	0.08823529411764706	0.35294117647058826	0.058823529411764705	0.0	0.14705882352941177	0.0
TCGA-AR-A5QQ-01	BRCA	0.0	0.125	0.03125	0.052083333333333336	0.3125	0.03125	0.13541666666666666	0.0	0.09375	0.16666666666666666	0.052083333333333336
TCGA-B6-A0I1-01	BRCA	0.025	0.0	0.0625	0.075	0.3875	0.0	0.375	0.0625	0.0125	0.0	0.0
TCGA-B6-A0IH-01	BRCA	0.14634146341463414	0.0	0.0	0.024390243902439025	0.17073170731707318	0.4878048780487805	0.024390243902439025	0.0975609756097561	0.0	0.04878048780487805	0.0
TCGA-B6-A0RH-01	BRCA	0.0	0.0	0.0	0.2222222222222222	0.24444444444444444	0.0	0.3111111111111111	0.022222222222222223	0.15555555555555556	0.022222222222222223	0.022222222222222223
TCGA-B6-A0RL-01	BRCA	0.0	0.10144927536231885	0.014492753623188406	0.2318840579710145	0.057971014492753624	0.14492753623188406	0.2898550724637681	0.028985507246376812	0.07246376811594203	0.028985507246376812	0.028985507246376812
TCGA-B6-A0RM-01	BRCA	0.08333333333333333	0.0	0.05555555555555555	0.19444444444444445	0.027777777777777776	0.19444444444444445	0.3333333333333333	0.027777777777777776	0.0	0.08333333333333333	0.0
TCGA-B6-A0RN-01	BRCA	0.0	0.0	0.030303030303030304	0.06060606060606061	0.18181818181818182	0.18181818181818182	0.3939393939393939	0.06060606060606061	0.0	0.09090909090909091	0.0
TCGA-B6-A0RO-01	BRCA	0.023255813953488372	0.18604651162790697	0.0	0.06976744186046512	0.3023255813953488	0.06976744186046512	0.023255813953488372	0.18604651162790697	0.023255813953488372	0.09302325581395349	0.023255813953488372
TCGA-B6-A0RP-01	BRCA	0.1	0.23333333333333334	0.06666666666666667	0.0	0.23333333333333334	0.23333333333333334	0.1	0.0	0.0	0.03333333333333333	0.0
TCGA-B6-A0RQ-01	BRCA	0.05357142857142857	0.17857142857142858	0.0	0.2857142857142857	0.0	0.08928571428571429	0.14285714285714285	0.03571428571428571	0.10714285714285714	0.05357142857142857	0.05357142857142857
TCGA-B6-A0RT-01	BRCA	0.0	0.08333333333333333	0.125	0.0	0.2361111111111111	0.05555555555555555	0.06944444444444445	0.05555555555555555	0.3055555555555556	0.041666666666666664	0.027777777777777776
TCGA-B6-A0RU-01	BRCA	0.017241379310344827	0.0	0.13793103448275862	0.10344827586206896	0.1724137931034483	0.13793103448275862	0.10344827586206896	0.13793103448275862	0.034482758620689655	0.1206896551724138	0.034482758620689655
TCGA-B6-A0RV-01	BRCA	0.0	0.0	0.0	0.43283582089552236	0.0	0.0	0.16417910447761194	0.014925373134328358	0.3880597014925373	0.0	0.0
TCGA-B6-A0WS-01	BRCA	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.05555555555555555	0.0	0.1111111111111111	0.5	0.0
TCGA-B6-A0WT-01	BRCA	0.09090909090909091	0.0	0.0	0.0	0.0	0.09090909090909091	0.36363636363636365	0.22727272727272727	0.0	0.18181818181818182	0.045454545454545456
TCGA-B6-A0WV-01	BRCA	0.08108108108108109	0.08108108108108109	0.0	0.0	0.35135135135135137	0.05405405405405406	0.13513513513513514	0.0	0.10810810810810811	0.10810810810810811	0.08108108108108109
TCGA-B6-A0WW-01	BRCA	0.0	0.06382978723404255	0.0425531914893617	0.1702127659574468	0.1702127659574468	0.0425531914893617	0.23404255319148937	0.0851063829787234	0.10638297872340426	0.0851063829787234	0.0
TCGA-B6-A0WX-01	BRCA	0.0	0.0	0.13333333333333333	0.0	0.2	0.06666666666666667	0.28888888888888886	0.1111111111111111	0.044444444444444446	0.15555555555555556	0.0
TCGA-B6-A0WY-01	BRCA	0.0	0.0	0.02857142857142857	0.17142857142857143	0.2	0.2857142857142857	0.0	0.11428571428571428	0.08571428571428572	0.11428571428571428	0.0
TCGA-B6-A0WZ-01	BRCA	0.042105263157894736	0.0	0.0	0.5368421052631579	0.07368421052631578	0.05263157894736842	0.0	0.021052631578947368	0.2736842105263158	0.0	0.0
TCGA-B6-A0X0-01	BRCA	0.0	0.04	0.2	0.08	0.28	0.0	0.28	0.12	0.0	0.0	0.0
TCGA-B6-A0X1-01	BRCA	0.07608695652173914	0.10869565217391304	0.0	0.0	0.33695652173913043	0.010869565217391304	0.043478260869565216	0.08695652173913043	0.18478260869565216	0.15217391304347827	0.0
TCGA-B6-A0X4-01	BRCA	0.18181818181818182	0.0	0.09090909090909091	0.0	0.0	0.0	0.36363636363636365	0.36363636363636365	0.0	0.0	0.0
TCGA-B6-A0X5-01	BRCA	0.0	0.0	0.10416666666666667	0.08333333333333333	0.20833333333333334	0.08333333333333333	0.0	0.2916666666666667	0.0625	0.14583333333333334	0.020833333333333332
TCGA-B6-A0X7-01	BRCA	0.0	0.17391304347826086	0.0	0.17391304347826086	0.0	0.043478260869565216	0.391304347826087	0.08695652173913043	0.08695652173913043	0.043478260869565216	0.0
TCGA-B6-A1KN-01	BRCA	0.1111111111111111	0.06944444444444445	0.16666666666666666	0.0	0.19444444444444445	0.1527777777777778	0.1527777777777778	0.0	0.05555555555555555	0.06944444444444445	0.027777777777777776
TCGA-B6-A2IU-01	BRCA	0.12962962962962962	0.0	0.0	0.2962962962962963	0.0	0.2037037037037037	0.1111111111111111	0.16666666666666666	0.018518518518518517	0.07407407407407407	0.0
TCGA-B6-A401-01	BRCA	0.07142857142857142	0.21428571428571427	0.03571428571428571	0.0	0.10714285714285714	0.35714285714285715	0.07142857142857142	0.07142857142857142	0.03571428571428571	0.0	0.03571428571428571
TCGA-B6-A409-01	BRCA	0.08928571428571429	0.0	0.125	0.03571428571428571	0.16071428571428573	0.10714285714285714	0.32142857142857145	0.03571428571428571	0.07142857142857142	0.017857142857142856	0.03571428571428571
TCGA-B6-A40B-01	BRCA	0.13636363636363635	0.045454545454545456	0.07575757575757576	0.19696969696969696	0.16666666666666666	0.13636363636363635	0.10606060606060606	0.0	0.09090909090909091	0.045454545454545456	0.0
TCGA-B6-A40C-01	BRCA	0.05555555555555555	0.0	0.09259259259259259	0.05555555555555555	0.09259259259259259	0.037037037037037035	0.6111111111111112	0.0	0.037037037037037035	0.018518518518518517	0.0
TCGA-BH-A0AU-01	BRCA	0.043478260869565216	0.0	0.13043478260869565	0.0	0.17391304347826086	0.21739130434782608	0.2608695652173913	0.0	0.13043478260869565	0.0	0.043478260869565216
TCGA-BH-A0AV-01	BRCA	0.08045977011494253	0.1724137931034483	0.05747126436781609	0.0	0.2988505747126437	0.05747126436781609	0.0	0.034482758620689655	0.16091954022988506	0.11494252873563218	0.022988505747126436
TCGA-BH-A0AY-01	BRCA	0.021739130434782608	0.06521739130434782	0.043478260869565216	0.13043478260869565	0.2391304347826087	0.043478260869565216	0.2608695652173913	0.15217391304347827	0.043478260869565216	0.0	0.0
TCGA-BH-A0AZ-01	BRCA	0.05714285714285714	0.0	0.2	0.17142857142857143	0.22857142857142856	0.0	0.05714285714285714	0.0	0.15714285714285714	0.04285714285714286	0.08571428571428572
TCGA-BH-A0B0-01	BRCA	0.0	0.030303030303030304	0.0	0.494949494949495	0.0	0.08080808080808081	0.0	0.13131313131313133	0.26262626262626265	0.0	0.0
TCGA-BH-A0B3-01	BRCA	0.0	0.0	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.05555555555555555	0.05555555555555555	0.0	0.0
TCGA-BH-A0B6-01	BRCA	0.06976744186046512	0.0	0.0	0.4	0.0	0.0015503875968992248	0.01937984496124031	0.040310077519379844	0.4689922480620155	0.0	0.0
TCGA-BH-A0B7-01	BRCA	0.07142857142857142	0.07142857142857142	0.0	0.023809523809523808	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.19047619047619047	0.0	0.07142857142857142
TCGA-BH-A0B8-01	BRCA	0.029411764705882353	0.17647058823529413	0.0	0.17647058823529413	0.4411764705882353	0.08823529411764706	0.058823529411764705	0.029411764705882353	0.0	0.0	0.0
TCGA-BH-A0BA-01	BRCA	0.034482758620689655	0.0	0.0	0.1724137931034483	0.3448275862068966	0.1724137931034483	0.10344827586206896	0.0	0.10344827586206896	0.06896551724137931	0.0
TCGA-BH-A0BC-01	BRCA	0.0	0.08888888888888889	0.0	0.2	0.17777777777777778	0.15555555555555556	0.2222222222222222	0.06666666666666667	0.08888888888888889	0.0	0.0
TCGA-BH-A0BF-01	BRCA	0.0	0.06060606060606061	0.0	0.0	0.2727272727272727	0.12121212121212122	0.18181818181818182	0.06060606060606061	0.21212121212121213	0.06060606060606061	0.030303030303030304
TCGA-BH-A0BG-01	BRCA	0.0	0.13333333333333333	0.06666666666666667	0.13333333333333333	0.4	0.17777777777777778	0.0	0.0	0.08888888888888889	0.0	0.0
TCGA-BH-A0BJ-01	BRCA	0.0	0.0	0.0	0.058823529411764705	0.5882352941176471	0.11764705882352941	0.058823529411764705	0.11764705882352941	0.0	0.058823529411764705	0.0
TCGA-BH-A0BL-01	BRCA	0.0	0.057971014492753624	0.2318840579710145	0.0	0.3188405797101449	0.057971014492753624	0.18840579710144928	0.07246376811594203	0.043478260869565216	0.0	0.028985507246376812
TCGA-BH-A0BM-01	BRCA	0.05263157894736842	0.15789473684210525	0.15789473684210525	0.21052631578947367	0.15789473684210525	0.10526315789473684	0.05263157894736842	0.0	0.05263157894736842	0.0	0.05263157894736842
TCGA-BH-A0BO-01	BRCA	0.06451612903225806	0.06451612903225806	0.0	0.0	0.0	0.03225806451612903	0.2903225806451613	0.06451612903225806	0.16129032258064516	0.2903225806451613	0.03225806451612903
TCGA-BH-A0BP-01	BRCA	0.09693877551020408	0.01020408163265306	0.10714285714285714	0.05612244897959184	0.20408163265306123	0.0663265306122449	0.17346938775510204	0.08673469387755102	0.1989795918367347	0.0	0.0
TCGA-BH-A0BQ-01	BRCA	0.0	0.1	0.1	0.13333333333333333	0.13333333333333333	0.13333333333333333	0.3333333333333333	0.06666666666666667	0.0	0.0	0.0
TCGA-BH-A0BS-01	BRCA	0.043478260869565216	0.17391304347826086	0.0	0.043478260869565216	0.34782608695652173	0.043478260869565216	0.21739130434782608	0.0	0.0	0.08695652173913043	0.043478260869565216
TCGA-BH-A0BT-01	BRCA	0.0625	0.10416666666666667	0.0	0.10416666666666667	0.22916666666666666	0.2916666666666667	0.08333333333333333	0.0625	0.020833333333333332	0.041666666666666664	0.0
TCGA-BH-A0BV-01	BRCA	0.25	0.16666666666666666	0.0	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.20833333333333334	0.0	0.08333333333333333	0.041666666666666664	0.0
TCGA-BH-A0BW-01	BRCA	0.02912621359223301	0.019417475728155338	0.1262135922330097	0.0970873786407767	0.2621359223300971	0.05825242718446602	0.13592233009708737	0.009708737864077669	0.07766990291262135	0.13592233009708737	0.04854368932038835
TCGA-BH-A0BZ-01	BRCA	0.037162162162162164	0.08108108108108109	0.12837837837837837	0.016891891891891893	0.4189189189189189	0.10135135135135136	0.0	0.010135135135135136	0.12837837837837837	0.0472972972972973	0.030405405405405407
TCGA-BH-A0C0-01	BRCA	0.0625	0.0	0.3541666666666667	0.08333333333333333	0.125	0.10416666666666667	0.08333333333333333	0.041666666666666664	0.020833333333333332	0.125	0.0
TCGA-BH-A0C1-01	BRCA	0.0	0.16	0.0	0.2	0.14	0.38	0.08	0.0	0.0	0.02	0.02
TCGA-BH-A0C3-01	BRCA	0.0	0.05555555555555555	0.0	0.0	0.2777777777777778	0.0	0.3333333333333333	0.05555555555555555	0.0	0.2777777777777778	0.0
TCGA-BH-A0C7-01	BRCA	0.017241379310344827	0.05172413793103448	0.08620689655172414	0.0	0.1896551724137931	0.13793103448275862	0.3448275862068966	0.05172413793103448	0.06896551724137931	0.05172413793103448	0.0
TCGA-BH-A0DD-01	BRCA	0.02702702702702703	0.02702702702702703	0.0	0.10810810810810811	0.08108108108108109	0.35135135135135137	0.21621621621621623	0.08108108108108109	0.08108108108108109	0.02702702702702703	0.0
TCGA-BH-A0DE-01	BRCA	0.09090909090909091	0.3939393939393939	0.06060606060606061	0.06060606060606061	0.12121212121212122	0.0	0.18181818181818182	0.030303030303030304	0.0	0.06060606060606061	0.0
TCGA-BH-A0DG-01	BRCA	0.02127659574468085	0.0425531914893617	0.06382978723404255	0.0851063829787234	0.1276595744680851	0.0	0.06382978723404255	0.2127659574468085	0.2553191489361702	0.10638297872340426	0.02127659574468085
TCGA-BH-A0DH-01	BRCA	0.11538461538461539	0.0	0.0	0.23076923076923078	0.0	0.17307692307692307	0.3076923076923077	0.038461538461538464	0.057692307692307696	0.038461538461538464	0.038461538461538464
TCGA-BH-A0DI-01	BRCA	0.08064516129032258	0.0	0.0	0.14516129032258066	0.25806451612903225	0.1774193548387097	0.11290322580645161	0.0	0.22580645161290322	0.0	0.0
TCGA-BH-A0DK-01	BRCA	0.05660377358490566	0.0	0.22641509433962265	0.05660377358490566	0.1320754716981132	0.0	0.2830188679245283	0.018867924528301886	0.09433962264150944	0.11320754716981132	0.018867924528301886
TCGA-BH-A0DL-01	BRCA	0.03076923076923077	0.0	0.0	0.23076923076923078	0.09230769230769231	0.27692307692307694	0.13846153846153847	0.015384615384615385	0.09230769230769231	0.046153846153846156	0.07692307692307693
TCGA-BH-A0DO-01	BRCA	0.06666666666666667	0.03333333333333333	0.03333333333333333	0.1	0.23333333333333334	0.2	0.0	0.16666666666666666	0.13333333333333333	0.03333333333333333	0.0
TCGA-BH-A0DP-01	BRCA	0.0	0.10526315789473684	0.0	0.2631578947368421	0.3684210526315789	0.0	0.15789473684210525	0.05263157894736842	0.0	0.05263157894736842	0.0
TCGA-BH-A0DQ-01	BRCA	0.0	0.2857142857142857	0.08571428571428572	0.0	0.0	0.11428571428571428	0.3142857142857143	0.0	0.05714285714285714	0.14285714285714285	0.0
TCGA-BH-A0DT-01	BRCA	0.06666666666666667	0.0	0.0	0.2	0.26666666666666666	0.13333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0
TCGA-BH-A0DV-01	BRCA	0.06666666666666667	0.26666666666666666	0.13333333333333333	0.26666666666666666	0.06666666666666667	0.0	0.0	0.0	0.0	0.13333333333333333	0.06666666666666667
TCGA-BH-A0DX-01	BRCA	0.03896103896103896	0.0	0.012987012987012988	0.4025974025974026	0.07792207792207792	0.05194805194805195	0.15584415584415584	0.025974025974025976	0.23376623376623376	0.0	0.0
TCGA-BH-A0DZ-01	BRCA	0.02304147465437788	0.004608294930875576	0.0	0.3225806451612903	0.0	0.0	0.02304147465437788	0.06912442396313365	0.5576036866359447	0.0	0.0
TCGA-BH-A0E0-01	BRCA	0.08333333333333333	0.041666666666666664	0.0	0.0	0.0	0.08333333333333333	0.5	0.08333333333333333	0.08333333333333333	0.0	0.125
TCGA-BH-A0E1-01	BRCA	0.0	0.0	0.0	0.05263157894736842	0.05263157894736842	0.0	0.42105263157894735	0.21052631578947367	0.2631578947368421	0.0	0.0
TCGA-BH-A0E9-01	BRCA	0.10714285714285714	0.0	0.10714285714285714	0.03571428571428571	0.14285714285714285	0.2857142857142857	0.32142857142857145	0.0	0.0	0.0	0.0
TCGA-BH-A0EA-01	BRCA	0.09375	0.0625	0.0	0.09375	0.21875	0.25	0.0625	0.09375	0.03125	0.09375	0.0
TCGA-BH-A0EI-01	BRCA	0.0	0.25	0.0	0.041666666666666664	0.08333333333333333	0.125	0.375	0.041666666666666664	0.0	0.08333333333333333	0.0
TCGA-BH-A0H3-01	BRCA	0.17647058823529413	0.058823529411764705	0.0	0.058823529411764705	0.35294117647058826	0.058823529411764705	0.29411764705882354	0.0	0.0	0.0	0.0
TCGA-BH-A0H5-01	BRCA	0.07100591715976332	0.047337278106508875	0.0	0.3609467455621302	0.0	0.0	0.0	0.09467455621301775	0.4260355029585799	0.0	0.0
TCGA-BH-A0H7-01	BRCA	0.058823529411764705	0.0	0.0	0.0	0.0	0.11764705882352941	0.35294117647058826	0.058823529411764705	0.23529411764705882	0.17647058823529413	0.0
TCGA-BH-A0H9-01	BRCA	0.13043478260869565	0.0	0.13043478260869565	0.13043478260869565	0.2608695652173913	0.08695652173913043	0.0	0.0	0.0	0.043478260869565216	0.21739130434782608
TCGA-BH-A0HA-01	BRCA	0.005235602094240838	0.02356020942408377	0.0	0.0549738219895288	0.0	0.22774869109947643	0.2617801047120419	0.015706806282722512	0.049738219895287955	0.35340314136125656	0.007853403141361256
TCGA-BH-A0HI-01	BRCA	0.02857142857142857	0.08571428571428572	0.02857142857142857	0.17142857142857143	0.02857142857142857	0.0	0.45714285714285713	0.05714285714285714	0.05714285714285714	0.08571428571428572	0.0
TCGA-BH-A0HK-01	BRCA	0.031746031746031744	0.1111111111111111	0.0	0.3968253968253968	0.047619047619047616	0.15873015873015872	0.047619047619047616	0.047619047619047616	0.15873015873015872	0.0	0.0
TCGA-BH-A0HN-01	BRCA	0.0	0.08823529411764706	0.029411764705882353	0.11764705882352941	0.08823529411764706	0.029411764705882353	0.4411764705882353	0.14705882352941177	0.058823529411764705	0.0	0.0
TCGA-BH-A0HP-01	BRCA	0.022408963585434174	0.028011204481792718	0.0	0.3753501400560224	0.0	0.008403361344537815	0.03081232492997199	0.036414565826330535	0.49859943977591037	0.0	0.0
TCGA-BH-A0RX-01	BRCA	0.0	0.0	0.0	0.061224489795918366	0.02040816326530612	0.061224489795918366	0.6326530612244898	0.14285714285714285	0.04081632653061224	0.04081632653061224	0.0
TCGA-BH-A0W3-01	BRCA	0.0	0.17391304347826086	0.08695652173913043	0.08695652173913043	0.21739130434782608	0.0	0.30434782608695654	0.0	0.08695652173913043	0.043478260869565216	0.0
TCGA-BH-A0W4-01	BRCA	0.10256410256410256	0.0	0.02564102564102564	0.1282051282051282	0.1794871794871795	0.0	0.20512820512820512	0.1794871794871795	0.07692307692307693	0.07692307692307693	0.02564102564102564
TCGA-BH-A0W5-01	BRCA	0.0	0.0	0.0	0.0	0.3103448275862069	0.1724137931034483	0.27586206896551724	0.10344827586206896	0.034482758620689655	0.10344827586206896	0.0
TCGA-BH-A0W7-01	BRCA	0.0	0.03065134099616858	0.0	0.40229885057471265	0.0	0.0	0.011494252873563218	0.034482758620689655	0.5210727969348659	0.0	0.0
TCGA-BH-A0WA-01	BRCA	0.061946902654867256	0.08849557522123894	0.061946902654867256	0.10619469026548672	0.4247787610619469	0.008849557522123894	0.09734513274336283	0.0	0.07964601769911504	0.07079646017699115	0.0
TCGA-BH-A18F-01	BRCA	0.0	0.11940298507462686	0.04477611940298507	0.2835820895522388	0.07462686567164178	0.0	0.31343283582089554	0.11940298507462686	0.04477611940298507	0.0	0.0
TCGA-BH-A18G-01	BRCA	0.014388489208633094	0.03537170263788969	0.01738609112709832	0.0	0.02038369304556355	0.3069544364508393	0.1684652278177458	0.019184652278177457	0.002997601918465228	0.41127098321342925	0.0035971223021582736
TCGA-BH-A18H-01	BRCA	0.1111111111111111	0.07407407407407407	0.0	0.1111111111111111	0.2037037037037037	0.05555555555555555	0.09259259259259259	0.018518518518518517	0.1111111111111111	0.18518518518518517	0.037037037037037035
TCGA-BH-A18I-01	BRCA	0.0	0.0	0.0	0.12903225806451613	0.0967741935483871	0.25806451612903225	0.2903225806451613	0.16129032258064516	0.06451612903225806	0.0	0.0
TCGA-BH-A18J-01	BRCA	0.0	0.0	0.036036036036036036	0.4954954954954955	0.0	0.0990990990990991	0.0	0.0	0.3333333333333333	0.036036036036036036	0.0
TCGA-BH-A18K-01	BRCA	0.14705882352941177	0.029411764705882353	0.0	0.19117647058823528	0.17647058823529413	0.058823529411764705	0.04411764705882353	0.04411764705882353	0.20588235294117646	0.07352941176470588	0.029411764705882353
TCGA-BH-A18L-01	BRCA	0.09230769230769231	0.0	0.015384615384615385	0.0	0.2153846153846154	0.26153846153846155	0.26153846153846155	0.046153846153846156	0.06153846153846154	0.046153846153846156	0.0
TCGA-BH-A18M-01	BRCA	0.1111111111111111	0.0	0.0	0.05555555555555555	0.0	0.05555555555555555	0.5	0.05555555555555555	0.16666666666666666	0.05555555555555555	0.0
TCGA-BH-A18N-01	BRCA	0.0	0.0	0.0	0.0	0.3488372093023256	0.27906976744186046	0.16279069767441862	0.046511627906976744	0.023255813953488372	0.13953488372093023	0.0
TCGA-BH-A18P-01	BRCA	0.0776255707762557	0.0	0.0	0.3949771689497717	0.0	0.01598173515981735	0.0319634703196347	0.05251141552511415	0.4269406392694064	0.0	0.0
TCGA-BH-A18Q-01	BRCA	0.028037383177570093	0.04672897196261682	0.19626168224299065	0.0	0.5046728971962616	0.009345794392523364	0.056074766355140186	0.009345794392523364	0.08411214953271028	0.04672897196261682	0.018691588785046728
TCGA-BH-A18R-01	BRCA	0.023809523809523808	0.0	0.07142857142857142	0.11904761904761904	0.5	0.0	0.09523809523809523	0.023809523809523808	0.07142857142857142	0.07142857142857142	0.023809523809523808
